N_1	&1,4213	&-0,3459	&0,0000	&0,0000	&-3,4285	&0,0000	&0,3979	&0,0000	&-1,0316	&-2,2000	&-4,4000	&-24776,5183	&-3,3614	&-6,0786	&-1,0000	&0,0068	&-2,0218	&21,1858	&-2,1927	&-0,9357	&3,0000	&0,6588	&-3,8628	&-3,2727	&0,0000	&0,0000	&-4,8145	&-2,2675	&0,0000	&0,0000	&-2,3458	&0,0000	&102535,9106	&0,0000	&0,0005	&0,3548	&1,0543	&0,0020	&0,0003	&0,0000	&0,0669	&0,0071	&0,0580	&0,0292	&-1,9132	&0,0000	&0,0000	&0,0130	&0,0442	&0,1330	&-0,6470	&-0,0552	&0,0061	&0,0038	&0,0072	&175,7159	&2959,0795	&24565,4795	&123984,0013	&340875,8090	&-0,0003	&-0,0000	&0,9710	&160,9866	&0,0536	&8243,5363	&0,1926	&21,4279	&-6,5865	&-6,2386	&-5,4588	&0,1128	&0,7266	&-186,7309	&0,0078	&-1,0000	&-0,0000	&-3,1109	&-1,1474	&2165,7860	&88748758,4900	&0,0000	&-3134,5537	&-12,0312	&-1,6013	&1,4476	&0,8773	&0,0000	&0,0000	&10,5387	&103,7403	&-1,9060	&-1,1250	&-1,1250	&-1,0000	&-1,0000	&-1,0000	&0,3979	&-3,8628	&-0,8242	&893264,0074\\ 
$G_{056}$	&175,7159	&275,8180	&-206,1177	&-204,8607	&-181,6993	&-140,2301	&-99,7342	&11,8792	&72,2167	&129,0981\\ 
$G_{057}$	&2959,0795	&7551,3491	&208,2441	&-0,6828	&1012,2442	&1625,5248	&2291,9521	&4349,9288	&5121,4218	&5341,8064\\ 
$G_{058}$	&24565,4795	&52729,8600	&3819,7444	&5618,8237	&8736,4508	&14337,1482	&23912,1238	&29378,1745	&37642,7274	&47047,9163\\ 
$G_{059}$	&123984,0013	&227840,8684	&18811,6756	&27811,5541	&49734,4622	&74880,4238	&99372,3563	&130469,9977	&184575,5358	&197787,0119\\ 
$G_{060}$	&340875,8090	&703822,6867	&86280,1403	&97490,3527	&174348,4259	&269710,0255	&352771,0487	&441452,4848	&537811,7732	&629200,3612\\ 
$G_{061}$	&-0,0003	&-0,0000	&-0,0083	&-0,0008	&-0,0002	&-0,0001	&-0,0000	&-0,0000	&-0,0000	&-0,0000\\ 
$G_{062}$	&-0,0000	&-0,0000	&-0,0000	&-0,0000	&-0,0000	&-0,0000	&-0,0000	&-0,0000	&-0,0000	&-0,0000\\ 
$G_{063}$	&0,9710	&0,9391	&0,9710	&0,9581	&0,9454	&0,9428	&0,9402	&0,9550	&0,9390	&0,9336\\ 
$G_{064}$	&160,9866	&449,2024	&135,7253	&137,3200	&152,5658	&176,0390	&202,7672	&256,6663	&275,3714	&351,9308\\ 
$G_{065}$	&0,0536	&1,1275	&0,0000	&0,0000	&0,0011	&0,0103	&0,0400	&0,1419	&0,2145	&0,4876\\ 
$G_{066}$	&8243,5363	&47485,0776	&148,3469	&261,8554	&464,7577	&1563,6851	&5872,7588	&7797,0223	&18022,7862	&28887,7236\\ 
$G_{067}$	&0,1926	&0,2372	&0,0642	&0,0006	&0,0035	&0,0231	&0,0518	&0,1027	&0,1463	&0,2194\\ 
$G_{068}$	&21,4279	&59,2040	&43,4161	&49,1380	&51,3465	&51,0061	&52,2715	&55,3548	&58,1648	&57,1371\\ 
$G_{069}$	&-6,5865	&-5,5504	&-6,5132	&-6,3283	&-6,2537	&-6,2815	&-6,8989	&-5,7974	&-5,7791	&-5,3655\\ 
$G_{070}$	&-6,2386	&-5,9921	&-6,1164	&-6,7315	&-7,5704	&-7,6252	&-7,6742	&-6,7184	&-7,1189	&-6,5224\\ 
$G_{071}$	&-5,4588	&-6,0939	&-7,6752	&-7,0931	&-7,3251	&-8,4044	&-7,5432	&-7,5380	&-7,1406	&-6,2371\\ 
$G_{072}$	&0,1128	&0,9653	&0,1188	&0,1885	&0,2588	&0,3524	&0,4819	&0,6152	&0,7130	&0,8155\\ 
$G_{073}$	&0,7266	&2,8397	&0,5282	&0,6812	&0,9397	&1,2478	&1,5676	&2,0119	&2,2433	&2,4927\\ 
$G_{074}$	&-186,7309	&-181,8559	&-186,6714	&-186,1078	&-183,9793	&-183,4109	&-183,0919	&-180,3349	&-182,4693	&-179,0849\\ 
$G_{075}$	&0,0078	&0,0192	&0,0083	&0,0086	&0,0097	&0,0103	&0,0102	&0,0115	&0,0138	&0,0191\\ 
$G_{076}$	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000\\ 
$G_{077}$	&-0,0000	&0,0001	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0001\\ 
$G_{078}$	&-3,1109	&-2,4548	&-3,3944	&-3,4899	&-3,4143	&-3,3433	&-3,1927	&-2,9162	&-2,7640	&-2,6095\\ 
$G_{079}$	&-1,1474	&-0,9253	&-2,3775	&-2,0110	&-1,7554	&-1,6410	&-1,4142	&-1,1292	&-1,2078	&-1,0676\\ 
$G_{080}$	&2165,7860	&8192,8710	&270,9731	&329,5938	&792,1788	&1182,0990	&2579,7254	&2919,3288	&4360,0239	&5377,4339\\ 
$G_{081}$	&88748758,4900	&447737822,6000	&24105069,9700	&47568272,5200	&71910011,5700	&137696913,1000	&160963956,4000	&223143388,4000	&312808962,5000	&360706057,5000\\ 
$G_{082}$	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000\\ 
$G_{083}$	&-3134,5537	&-2275,8820	&-3165,2254	&-3145,3834	&-2926,7449	&-2660,6862	&-2622,7158	&-2477,5930	&-2393,0852	&-2399,9136\\ 
$G_{084}$	&-12,0312	&-12,0311	&-12,0312	&-12,0312	&-12,0312	&-12,0312	&-12,0312	&-12,0312	&-12,0312	&-12,0312\\ 
$G_{085}$	&-1,6013	&-1,6013	&-1,6013	&-1,6013	&-1,6013	&-1,6013	&-1,6013	&-1,6013	&-1,6013	&-1,6013\\ 
$G_{086}$	&1,4476	&9,0214	&0,8253	&0,9249	&1,9503	&1,5988	&2,4655	&4,1668	&4,7679	&7,6399\\ 
$G_{087}$	&0,8773	&0,8732	&0,8739	&0,8733	&0,8730	&0,8726	&0,8742	&0,8710	&0,8730	&0,8731\\ 
$G_{088}$	&0,0000	&0,0011	&0,0000	&0,0000	&0,0000	&0,0000	&0,0000	&0,0001	&0,0002	&0,0007\\ 
$G_{089}$	&0,0000	&0,5780	&0,0000	&0,0004	&0,0064	&0,0215	&0,0703	&0,1520	&0,2512	&0,4515\\ 
$G_{090}$	&10,5387	&12,8102	&0,0879	&0,3725	&0,9714	&2,1694	&4,3638	&6,0296	&8,3109	&9,2620\\ 
$G_{091}$	&103,7403	&124,4001	&52,3969	&56,3791	&70,6981	&80,2390	&89,5815	&93,7612	&97,8723	&102,6902\\ 
$G_{092}$	&-1,9060	&-1,9060	&-1,9060	&-1,9060	&-1,9060	&-1,9060	&-1,9060	&-1,9060	&-1,9060	&-1,9060\\ 
$G_{093}$	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250\\ 
$G_{094}$	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250	&-1,1250\\ 
$G_{095}$	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000\\ 
$G_{096}$	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000\\ 
$G_{097}$	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000	&-1,0000\\ 
$G_{098}$	&0,3979	&0,3992	&0,3979	&0,3979	&0,3979	&0,3979	&0,3979	&0,3981	&0,3984	&0,3987\\ 
$G_{099}$	&-3,8628	&-3,8622	&-3,8628	&-3,8628	&-3,8628	&-3,8628	&-3,8627	&-3,8627	&-3,8625	&-3,8624\\ 
$G_{0100}$	&-0,8242	&-0,8242	&-0,8242	&-0,8242	&-0,8242	&-0,8242	&-0,8242	&-0,8242	&-0,8242	&-0,8242\\ 

	\\
N_1	&1,0000	&1,0186	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,1554	&1,0000	&1,0000	&1,0096	&1,0000	&50397564,4471	&1,3656	&1,6838	&1,0000	&1,0000	&1,0000	&1,0011	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&175,2134	&1,0000	&21268714,6072	&1,3548	&1,7149	&1,0006	&1,0159	&1,0000	&139485870,6522	&1,9435	&5,1699	&256121871,8379	&1,0000	&46926615269954755000000000000,0000	&69,5532	&10,7180	&1,0000	&1,0260	&1,2214	&4,1141	&3,0893	&1,0000	&5,3120	&-1,1730	&-0,0002	&6,4312	&6,5908	&3,9508	&24,5883	&9372,4448	&1,0400	&1,1861	&1439543,8187	&55,5693	&325,0016	&1,0000	&1,0474	&1,2301	&1,5396	&1,0000	&1,3755	&1,0000	&1,0000	&1,0000	&1,0000	&1,1218	&2,0721	&7,9926	&3,6817	&1,0000	&1,0098	&1,0000	&1,0000	&1,7539	&1,0072	&1,0000	&1,0000	&119,8917	&1,9799	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&469266152699547500000000000,0000\\ 
N_10	&1,6829	&1,0035	&1,3370	&1,1913	&1,0000	&418669268669550000000,0000	&1,0034	&307132728978183200000,0000	&1,0021	&1,0000	&1,0000	&1,0030	&1,0915	&1,3626	&1,0071	&1,0000	&1,0000	&2395,5981	&1,2468	&2,4481	&1,0076	&8,8543	&1,0001	&1,0148	&47417,8652	&1,0000	&1,0000	&1,0000	&82520882185933180000,0000	&18675384984942048,0000	&1,0000	&68974114047995640,0000	&86,0633	&18675397806776668,0000	&66430148,4101	&1,0000	&1,5452	&1,0001	&1,0482	&1,0000	&23527266,7458	&16,1045	&35,7274	&37177048,3234	&1,0001	&1253792200357542000000,0000	&1,0000	&3,3388	&1,5579	&1,0967	&1,7828	&218,7024	&1,0201	&3,9213	&207,2814	&-0,7473	&-0,0001	&13,8046	&12,1117	&8,1574	&62661,2540	&34674909568,8805	&1,0059	&3,3096	&30268217,4953	&320,0949	&400,3013	&2,7629	&1,2430	&1,2807	&1,3792	&8,5573	&5,3762	&1,0268	&2,4546	&1,0000	&-0,0000	&1,4217	&2,5693	&30,2350	&18,5744	&1,0000	&1,3908	&1,0000	&1,0000	&10,9308	&1,0025	&364205435115099300000,0000	&1123499,2262	&145,7330	&2,3742	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0034	&1,0001	&1,0000	&24264268402379810000,0000\\ 
N_2	&1,1513	&1,0000	&1,0000	&1,0000	&1,0000	&293438811455,6387	&1,0000	&78780042326,6022	&1,0000	&1,0000	&1,0000	&1,0000	&1,0368	&1,0078	&1,0000	&1,0000	&1,0000	&25198782,2354	&1,1994	&1,0564	&1,0000	&1,1413	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&62324455680,9763	&326964382,5549	&1,0000	&1440336173,1660	&13,7793	&326964607,0536	&1,0000	&1,0000	&1,0000	&1,0003	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&49,5585	&2,8765	&1,1756	&1,1737	&1,0000	&1,0000	&1,8162	&1,3750	&1,0000	&1,0000	&-0,0033	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0400	&1,0000	&1,0000	&1,0000	&108,3339	&2,0261	&1,0592	&1,2547	&1,0950	&1,0530	&1,0000	&1,0003	&1,0567	&1,0000	&-0,0347	&1,0282	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0033	&193302692713,6119	&3,2237	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&6299654663,8832\\ 
N_3	&1,1046	&1,0000	&1,0000	&1,0000	&1,0000	&1498372784539434,2000	&1,0000	&1028645103942472,4000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0167	&1,2444	&1,0000	&1,0000	&1,0000	&10079512,8918	&1,3644	&1,0026	&1,0000	&1,4016	&1,0000	&1,0083	&1,2306	&1,0000	&1,0000	&1,0000	&188498341803512,9000	&442597383940,1587	&1,0000	&3436450981948,9014	&8,3446	&442597687764,9004	&817,0682	&1,0000	&1,0080	&1,0001	&1,0000	&1,0000	&986,3509	&1,1796	&2,5645	&884,6097	&1,0000	&847595,4050	&49,5585	&2,8760	&1,2700	&1,1475	&1,0708	&1,0652	&1,0239	&1,0626	&4,2782	&1,0061	&1,0000	&1,4710	&1,4784	&1,1299	&10,1067	&517,0086	&1,0262	&1,0117	&1028,5385	&1,7652	&1,0000	&2,2932	&1,0902	&1,1400	&1,1849	&1,6714	&1,2896	&1,0033	&1,1037	&1,0000	&-0,0000	&1,0000	&1,1822	&1,2163	&1,9734	&1,0000	&1,0063	&1,0000	&1,0000	&1,1207	&1,0026	&640526549403485,2000	&727,1573	&4,2379	&1,0760	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&33603644366747,9400\\ 
N_4	&1,1850	&1,0000	&1,0002	&1,0002	&1,0000	&132000400890991072,0000	&1,0000	&96427903761343664,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0162	&1,2543	&1,0000	&1,0000	&1,0000	&5039756,4780	&1,1132	&1,0000	&1,0000	&1,6481	&1,0000	&1,0095	&18,5988	&1,0000	&1,0000	&1,0000	&58287322741663112,0000	&24525483905003,6700	&1,0000	&107960557237474,8600	&1,0000	&24525500740109,1800	&76191,7339	&1,0000	&1,0304	&1,0000	&1,0002	&1,0000	&28499,5057	&2,3372	&7,6958	&38754,7943	&1,0000	&11042266106584,7870	&12,4255	&2,1629	&1,3060	&1,0910	&1,0664	&1,8364	&1,0510	&1,2532	&17,5151	&1,1344	&-0,0007	&2,2872	&2,6438	&2,0207	&42,5341	&1606,6369	&1,0126	&1,1241	&29805,2895	&3,1329	&5,8376	&2,3962	&1,1032	&1,0137	&1,1474	&2,2941	&1,7790	&1,0150	&1,2321	&1,0000	&-0,0000	&1,0221	&1,3544	&2,9235	&2,9832	&1,0000	&1,0815	&1,0000	&1,0000	&2,3631	&1,0023	&95468977040935424,0000	&12370,1096	&11,0512	&1,3493	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&3823526582481494,5000\\ 
N_5	&1,2783	&1,0000	&1,0048	&1,0021	&1,0000	&1229450695999769600,0000	&1,0000	&1006194201859314300,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,3521	&1,0000	&1,0000	&1,0000	&1,0000	&1,1514	&1,1282	&1,0000	&2,1431	&1,0000	&1,0086	&378,5547	&1,0000	&1,0000	&1,0000	&564607405291045700,0000	&183992850251423,3000	&1,0000	&1231026811433081,2000	&11,0649	&183992976591477,1200	&469083,5294	&1,0000	&1,0670	&1,0000	&1,0009	&1,0000	&404723,4631	&5,3376	&11,3043	&317950,8246	&1,0000	&373026201842980,8000	&6,7128	&1,0000	&1,3332	&1,1731	&1,0483	&6,6466	&1,0000	&1,1623	&43,2576	&1,4699	&-0,0004	&3,7534	&3,9805	&3,1260	&102,5294	&10889182,5526	&1,0098	&1,2970	&277439,5119	&10,5407	&38,9748	&2,3804	&1,0983	&1,0064	&1,0000	&3,1238	&2,3622	&1,0181	&1,3092	&1,0000	&-0,0000	&1,0438	&1,4488	&4,3624	&5,7124	&1,0000	&1,1896	&1,0000	&1,0000	&1,9371	&1,0018	&1411816506208566780,0000	&41870,9574	&24,6801	&1,5314	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&42140408482112152,0000\\ 
N_6	&1,3545	&1,0000	&1,0132	&1,0204	&1,0000	&17529279546693433000,0000	&1,0001	&6872364409245691900,0000	&1,0001	&1,0000	&1,0000	&1,0001	&1,0780	&1,3160	&1,0004	&1,0000	&1,0000	&27,2014	&1,0736	&1,4509	&1,0002	&2,9874	&1,0000	&1,0091	&1882,0959	&1,0000	&1,0000	&1,0000	&2952442509880592900,0000	&985838992319781,4000	&1,0000	&3925815260096568,0000	&22,2176	&985839669086643,5000	&2775107,4328	&1,0000	&1,1427	&1,0001	&1,0025	&1,0000	&1548500,4708	&7,1410	&14,9635	&1495104,9832	&1,0000	&140483910682977104,0000	&20,9947	&1,6441	&1,3435	&1,1295	&1,1983	&20,2691	&1,0013	&1,6268	&70,8652	&2,0667	&-0,0003	&6,2601	&5,2825	&4,0887	&959,0966	&181292268,4772	&1,0070	&1,4940	&1074038,5041	&39,5880	&87,4207	&2,4394	&1,0000	&1,0000	&1,1142	&4,2716	&2,9677	&1,0199	&1,3014	&1,0000	&-0,0000	&1,0931	&1,6812	&9,5202	&6,6776	&1,0000	&1,2069	&1,0000	&1,0000	&2,9873	&1,0037	&10264594259046793000,0000	&136570,8618	&49,6440	&1,7097	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0001	&1,0000	&1,0000	&377650621296593220,0000\\ 
N_7	&1,4828	&1,0004	&1,0687	&1,0669	&1,0000	&67291960280822180000,0000	&1,0005	&19862392844223898000,0000	&1,0002	&1,0000	&1,0000	&1,0003	&1,0936	&1,3271	&1,0008	&1,0000	&1,0000	&112,5355	&1,0000	&1,6677	&1,0010	&3,7248	&1,0000	&1,0086	&5160,5113	&1,0000	&1,0000	&1,0000	&16898789935224775000,0000	&3565542448678974,0000	&1,0000	&12021779359670568,0000	&30,4652	&3565544896907018,5000	&6927128,6772	&1,0000	&1,2411	&1,0000	&1,0087	&1,0000	&3929753,8267	&8,6340	&20,8214	&3486801,7228	&1,0000	&2072533803238409220,0000	&12,4255	&2,3132	&1,5655	&1,1265	&1,3302	&28,6991	&1,0559	&1,8333	&110,1907	&-17,3512	&-0,0002	&7,6911	&6,9356	&5,1165	&4964,0226	&74090202,2904	&1,0229	&1,8911	&3810418,1343	&52,5594	&173,3134	&2,5833	&1,1900	&1,1423	&1,1149	&5,4539	&3,8089	&1,0355	&1,4621	&1,0000	&-0,0000	&1,1967	&2,1054	&10,7735	&9,2571	&1,0000	&1,2775	&1,0000	&1,0000	&5,0487	&1,0000	&35284982818846163000,0000	&295458,2444	&68,5947	&1,7894	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0005	&1,0000	&1,0000	&1414298125491532290,0000\\ 
N_8	&1,5917	&1,0006	&1,1154	&1,1088	&1,0000	&116986162366290640000,0000	&1,0012	&58373564026419150000,0000	&1,0008	&1,0000	&1,0000	&1,0010	&1,1302	&1,3680	&1,0027	&1,0000	&1,0000	&274,4666	&1,1605	&1,9479	&1,0015	&5,6734	&1,0001	&1,0077	&17891,6190	&1,0000	&1,0000	&1,0000	&26135763791479420000,0000	&5887096080019052,0000	&1,0000	&25111420457571880,0000	&41,6547	&5887100123851083,0000	&20568964,9904	&1,0000	&1,3284	&1,0001	&1,0179	&1,0000	&9395278,5597	&12,9487	&26,7247	&9821907,7521	&1,0000	&102665107952884070000,0000	&6,7128	&1,8025	&1,4893	&1,1082	&1,3747	&32,5715	&1,0086	&2,1740	&107,5744	&-2,8542	&-0,0001	&9,8548	&9,8118	&6,2333	&44762,5209	&11833037453,6087	&1,0058	&2,0289	&5758742,8928	&121,4908	&246,9377	&2,7144	&1,1938	&1,0780	&1,1770	&6,3203	&4,2469	&1,0234	&1,7554	&1,0000	&-0,0000	&1,2626	&1,9685	&16,0902	&12,9769	&1,0000	&1,3227	&1,0000	&1,0000	&5,7770	&1,0023	&63364864926063170000,0000	&488380,0266	&94,5478	&1,8679	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0012	&1,0001	&1,0000	&3675623486916771300,0000\\ 
N_9	&1,5828	&1,0015	&1,2056	&1,1299	&1,0000	&280871951734981660000,0000	&1,0020	&125566404553656090000,0000	&1,0014	&1,0000	&1,0000	&1,0013	&1,0912	&1,3813	&1,0032	&1,0000	&1,0000	&831,6612	&1,2824	&2,2739	&1,0024	&7,7041	&1,0001	&1,0109	&31290,8129	&1,0000	&1,0000	&1,0000	&56358748145507970000,0000	&14553443741872260,0000	&1,0000	&41327908749843360,0000	&81,7529	&14553453737889964,0000	&26602846,0627	&1,0000	&1,4308	&1,0000	&1,0253	&1,0000	&15524264,0916	&17,9467	&32,6894	&22776252,1481	&1,0000	&43050660458233450000,0000	&1,0000	&2,6108	&1,4719	&1,0000	&1,6810	&206,7909	&1,0215	&3,4076	&163,0547	&-1,5966	&-0,0001	&12,3170	&10,5141	&7,2925	&64542,2682	&189489896648,7834	&1,0000	&2,5930	&13090064,1757	&194,7309	&370,2176	&2,6665	&1,2858	&1,1766	&1,3475	&7,2290	&4,7192	&1,0427	&2,4415	&1,0000	&-0,0000	&1,3374	&2,2270	&19,8449	&14,9639	&1,0000	&1,3189	&1,0000	&1,0000	&9,2569	&1,0024	&232715401948975270000,0000	&877606,1109	&105,3677	&1,9599	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0000	&1,0020	&1,0001	&1,0000	&7386336018371529700,0000\\ 

